key,type,id,value
source,regular,2635341896,SEMOB
highway,regular,2635341897,bus_stop
source,regular,2635341897,SEMOB
highway,regular,2635341898,bus_stop
source,regular,2635341898,SEMOB
highway,regular,2635341900,bus_stop
source,regular,2635341900,SEMOB
highway,regular,2635341901,bus_stop
source,regular,2635341901,SEMOB
highway,regular,2635341902,bus_stop
source,regular,2635341902,SEMOB
highway,regular,2635341903,bus_stop
source,regular,2635341903,SEMOB
highway,regular,2635341904,bus_stop
source,regular,2635341904,SEMOB
highway,regular,2635341905,bus_stop
source,regular,2635341905,SEMOB
highway,regular,2635341906,bus_stop
source,regular,2635341906,SEMOB
highway,regular,2635341907,bus_stop
source,regular,2635341907,SEMOB
highway,regular,2635341908,bus_stop
source,regular,2635341908,SEMOB
highway,regular,2635341909,bus_stop
source,regular,2635341909,SEMOB
highway,regular,2635341910,bus_stop
source,regular,2635341910,SEMOB
highway,regular,2635341911,bus_stop
source,regular,2635341911,SEMOB
highway,regular,2635341912,bus_stop
source,regular,2635341912,SEMOB
highway,regular,2635341913,bus_stop
source,regular,2635341913,SEMOB
highway,regular,2635341914,bus_stop
source,regular,2635341914,SEMOB
highway,regular,2635341915,bus_stop
source,regular,2635341915,SEMOB
highway,regular,2635341916,bus_stop
source,regular,2635341916,SEMOB
highway,regular,2635341917,bus_stop
source,regular,2635341917,SEMOB
highway,regular,2635341918,bus_stop
source,regular,2635341918,SEMOB
highway,regular,2635341919,bus_stop
source,regular,2635341919,SEMOB
highway,regular,2635341921,bus_stop
source,regular,2635341921,SEMOB
highway,regular,2635341922,bus_stop
source,regular,2635341922,SEMOB
highway,regular,2635341923,bus_stop
source,regular,2635341923,SEMOB
highway,regular,2635341924,bus_stop
source,regular,2635341924,SEMOB
highway,regular,2635341926,bus_stop
source,regular,2635341926,SEMOB
highway,regular,2635341927,bus_stop
source,regular,2635341927,SEMOB
highway,regular,2635341928,bus_stop
source,regular,2635341928,SEMOB
highway,regular,2635341929,bus_stop
source,regular,2635341929,SEMOB
highway,regular,2635341930,bus_stop
source,regular,2635341930,SEMOB
highway,regular,2635341931,bus_stop
source,regular,2635341931,SEMOB
highway,regular,2635341932,bus_stop
source,regular,2635341932,SEMOB
highway,regular,2635341933,bus_stop
source,regular,2635341933,SEMOB
highway,regular,2635341934,bus_stop
source,regular,2635341934,SEMOB
highway,regular,2635341935,bus_stop
source,regular,2635341935,SEMOB
highway,regular,2635341936,bus_stop
source,regular,2635341936,SEMOB
highway,regular,2635341937,bus_stop
source,regular,2635341937,SEMOB
highway,regular,2635341938,bus_stop
source,regular,2635341938,SEMOB
highway,regular,2635341939,bus_stop
source,regular,2635341939,SEMOB
highway,regular,2635341940,bus_stop
source,regular,2635341940,SEMOB
highway,regular,2635341941,bus_stop
source,regular,2635341941,SEMOB
highway,regular,2635341942,bus_stop
source,regular,2635341942,SEMOB
highway,regular,2635341943,bus_stop
source,regular,2635341943,SEMOB
highway,regular,2635341944,bus_stop
source,regular,2635341944,SEMOB
highway,regular,2635341945,bus_stop
source,regular,2635341945,SEMOB
highway,regular,2635341946,bus_stop
source,regular,2635341946,SEMOB
highway,regular,2635341947,bus_stop
source,regular,2635341947,SEMOB
highway,regular,2635341948,bus_stop
source,regular,2635341948,SEMOB
highway,regular,2635341949,bus_stop
source,regular,2635341949,SEMOB
highway,regular,2635341950,bus_stop
source,regular,2635341950,SEMOB
highway,regular,2635341951,bus_stop
source,regular,2635341951,SEMOB
highway,regular,2635341952,bus_stop
source,regular,2635341952,SEMOB
highway,regular,2635341953,bus_stop
source,regular,2635341953,SEMOB
highway,regular,2635341954,bus_stop
source,regular,2635341954,SEMOB
highway,regular,2635341955,bus_stop
source,regular,2635341955,SEMOB
highway,regular,2635341956,bus_stop
source,regular,2635341956,SEMOB
highway,regular,2635341957,bus_stop
source,regular,2635341957,SEMOB
highway,regular,2635341958,bus_stop
source,regular,2635341958,SEMOB
highway,regular,2635341959,bus_stop
source,regular,2635341959,SEMOB
highway,regular,2635341960,bus_stop
source,regular,2635341960,SEMOB
highway,regular,2635341961,bus_stop
source,regular,2635341961,SEMOB
highway,regular,2635341962,bus_stop
source,regular,2635341962,SEMOB
highway,regular,2635341963,bus_stop
source,regular,2635341963,SEMOB
highway,regular,2635341964,bus_stop
source,regular,2635341964,SEMOB
highway,regular,2635341965,bus_stop
source,regular,2635341965,SEMOB
highway,regular,2635341966,bus_stop
source,regular,2635341966,SEMOB
highway,regular,2635341967,bus_stop
source,regular,2635341967,SEMOB
highway,regular,2635341968,bus_stop
source,regular,2635341968,SEMOB
highway,regular,2635341969,bus_stop
source,regular,2635341969,SEMOB
highway,regular,2635341970,bus_stop
source,regular,2635341970,SEMOB
highway,regular,2635341971,bus_stop
source,regular,2635341971,SEMOB
highway,regular,2635341972,bus_stop
source,regular,2635341972,SEMOB
highway,regular,2635341973,bus_stop
source,regular,2635341973,SEMOB
highway,regular,2635341974,bus_stop
source,regular,2635341974,SEMOB
highway,regular,2635341975,bus_stop
source,regular,2635341975,SEMOB
highway,regular,2635341976,bus_stop
source,regular,2635341976,SEMOB
highway,regular,2635341977,bus_stop
source,regular,2635341977,SEMOB
highway,regular,2635341978,bus_stop
source,regular,2635341978,SEMOB
highway,regular,2635341979,bus_stop
source,regular,2635341979,SEMOB
highway,regular,2635341980,bus_stop
source,regular,2635341980,SEMOB
highway,regular,2635341981,bus_stop
source,regular,2635341981,SEMOB
highway,regular,2635341982,bus_stop
source,regular,2635341982,SEMOB
highway,regular,2635341983,bus_stop
source,regular,2635341983,SEMOB
highway,regular,2635341984,bus_stop
source,regular,2635341984,SEMOB
highway,regular,2635341985,bus_stop
source,regular,2635341985,SEMOB
highway,regular,2635341986,bus_stop
source,regular,2635341986,SEMOB
highway,regular,2635341987,bus_stop
source,regular,2635341987,SEMOB
highway,regular,2635341988,bus_stop
source,regular,2635341988,SEMOB
highway,regular,2635341989,bus_stop
source,regular,2635341989,SEMOB
highway,regular,2635341990,bus_stop
source,regular,2635341990,SEMOB
highway,regular,2635341991,bus_stop
source,regular,2635341991,SEMOB
highway,regular,2635341992,bus_stop
source,regular,2635341992,SEMOB
highway,regular,2635341993,bus_stop
source,regular,2635341993,SEMOB
highway,regular,2635341994,bus_stop
source,regular,2635341994,SEMOB
highway,regular,2635341995,bus_stop
source,regular,2635341995,SEMOB
highway,regular,2635341996,bus_stop
source,regular,2635341996,SEMOB
highway,regular,2635341997,bus_stop
source,regular,2635341997,SEMOB
highway,regular,2635341998,bus_stop
source,regular,2635341998,SEMOB
highway,regular,2635341999,bus_stop
source,regular,2635341999,SEMOB
highway,regular,2635342000,bus_stop
source,regular,2635342000,SEMOB
highway,regular,2635342001,bus_stop
source,regular,2635342001,SEMOB
highway,regular,2635342002,bus_stop
source,regular,2635342002,SEMOB
highway,regular,2635342003,bus_stop
source,regular,2635342003,SEMOB
highway,regular,2635342004,bus_stop
source,regular,2635342004,SEMOB
highway,regular,2635342005,bus_stop
source,regular,2635342005,SEMOB
highway,regular,2635342006,bus_stop
source,regular,2635342006,SEMOB
highway,regular,2635342007,bus_stop
source,regular,2635342007,SEMOB
highway,regular,2635342008,bus_stop
source,regular,2635342008,SEMOB
highway,regular,2635342009,bus_stop
source,regular,2635342009,SEMOB
highway,regular,2635342011,bus_stop
source,regular,2635342011,SEMOB
highway,regular,2635342017,bus_stop
source,regular,2635342017,SEMOB
highway,regular,2635342018,bus_stop
source,regular,2635342018,SEMOB
highway,regular,2635342019,bus_stop
source,regular,2635342019,SEMOB
highway,regular,2635342020,bus_stop
source,regular,2635342020,SEMOB
highway,regular,2635342021,bus_stop
source,regular,2635342021,SEMOB
highway,regular,2635342022,bus_stop
source,regular,2635342022,SEMOB
highway,regular,2635342023,bus_stop
source,regular,2635342023,SEMOB
highway,regular,2635342024,bus_stop
source,regular,2635342024,SEMOB
highway,regular,2635342025,bus_stop
source,regular,2635342025,SEMOB
highway,regular,2635342026,bus_stop
source,regular,2635342026,SEMOB
highway,regular,2635342027,bus_stop
source,regular,2635342027,SEMOB
highway,regular,2635342028,bus_stop
source,regular,2635342028,SEMOB
highway,regular,2635342029,bus_stop
source,regular,2635342029,SEMOB
highway,regular,2635342030,bus_stop
source,regular,2635342030,SEMOB
highway,regular,2635342031,bus_stop
source,regular,2635342031,SEMOB
highway,regular,2635342032,bus_stop
source,regular,2635342032,SEMOB
highway,regular,2635342033,bus_stop
source,regular,2635342033,SEMOB
highway,regular,2635342034,bus_stop
source,regular,2635342034,SEMOB
highway,regular,2635342035,bus_stop
source,regular,2635342035,SEMOB
highway,regular,2635342036,bus_stop
source,regular,2635342036,SEMOB
highway,regular,2635342037,bus_stop
source,regular,2635342037,SEMOB
highway,regular,2635342038,bus_stop
source,regular,2635342038,SEMOB
highway,regular,2635342039,bus_stop
source,regular,2635342039,SEMOB
highway,regular,2635342040,bus_stop
source,regular,2635342040,SEMOB
highway,regular,2635342041,bus_stop
source,regular,2635342041,SEMOB
highway,regular,2635342042,bus_stop
source,regular,2635342042,SEMOB
highway,regular,2635342043,bus_stop
source,regular,2635342043,SEMOB
highway,regular,2635342044,bus_stop
source,regular,2635342044,SEMOB
highway,regular,2635342045,bus_stop
source,regular,2635342045,SEMOB
highway,regular,2635342046,bus_stop
source,regular,2635342046,SEMOB
highway,regular,2635342047,bus_stop
source,regular,2635342047,SEMOB
highway,regular,2635342048,bus_stop
source,regular,2635342048,SEMOB
highway,regular,2635342049,bus_stop
source,regular,2635342049,SEMOB
highway,regular,2635342050,bus_stop
source,regular,2635342050,SEMOB
highway,regular,2635342051,bus_stop
source,regular,2635342051,SEMOB
highway,regular,2635342052,bus_stop
source,regular,2635342052,SEMOB
highway,regular,2635342053,bus_stop
source,regular,2635342053,SEMOB
highway,regular,2635342054,bus_stop
source,regular,2635342054,SEMOB
highway,regular,2635342055,bus_stop
source,regular,2635342055,SEMOB
highway,regular,2635342056,bus_stop
source,regular,2635342056,SEMOB
highway,regular,2635342057,bus_stop
source,regular,2635342057,SEMOB
highway,regular,2635342058,bus_stop
source,regular,2635342058,SEMOB
highway,regular,2635342059,bus_stop
source,regular,2635342059,SEMOB
highway,regular,2635342060,bus_stop
source,regular,2635342060,SEMOB
highway,regular,2635342061,bus_stop
source,regular,2635342061,SEMOB
highway,regular,2635342062,bus_stop
source,regular,2635342062,SEMOB
highway,regular,2635342063,bus_stop
source,regular,2635342063,SEMOB
highway,regular,2635342064,bus_stop
source,regular,2635342064,SEMOB
highway,regular,2635342065,bus_stop
source,regular,2635342065,SEMOB
highway,regular,2635342066,bus_stop
source,regular,2635342066,SEMOB
highway,regular,2635342067,bus_stop
source,regular,2635342067,SEMOB
highway,regular,2635342068,bus_stop
source,regular,2635342068,SEMOB
highway,regular,2635342069,bus_stop
source,regular,2635342069,SEMOB
highway,regular,2635342070,bus_stop
source,regular,2635342070,SEMOB
highway,regular,2635342072,bus_stop
source,regular,2635342072,SEMOB
highway,regular,2635342073,bus_stop
source,regular,2635342073,SEMOB
highway,regular,2635342074,bus_stop
source,regular,2635342074,SEMOB
highway,regular,2635342075,bus_stop
source,regular,2635342075,SEMOB
highway,regular,2635342077,bus_stop
source,regular,2635342077,SEMOB
highway,regular,2635342081,bus_stop
source,regular,2635342081,SEMOB
highway,regular,2635342085,bus_stop
source,regular,2635342085,SEMOB
highway,regular,2635342087,bus_stop
source,regular,2635342087,SEMOB
highway,regular,2635342090,bus_stop
source,regular,2635342090,SEMOB
highway,regular,2635342093,bus_stop
source,regular,2635342093,SEMOB
highway,regular,2635342096,bus_stop
source,regular,2635342096,SEMOB
highway,regular,2635342100,bus_stop
source,regular,2635342100,SEMOB
highway,regular,2635342103,bus_stop
source,regular,2635342103,SEMOB
highway,regular,2635342106,bus_stop
source,regular,2635342106,SEMOB
highway,regular,2635342110,bus_stop
source,regular,2635342110,SEMOB
highway,regular,2635342116,bus_stop
source,regular,2635342116,SEMOB
highway,regular,2635342120,bus_stop
source,regular,2635342120,SEMOB
highway,regular,2635342123,bus_stop
source,regular,2635342123,SEMOB
highway,regular,2635342126,bus_stop
source,regular,2635342126,SEMOB
highway,regular,2635342130,bus_stop
source,regular,2635342130,SEMOB
highway,regular,2635342133,bus_stop
source,regular,2635342133,SEMOB
highway,regular,2635342136,bus_stop
source,regular,2635342136,SEMOB
highway,regular,2635342139,bus_stop
source,regular,2635342139,SEMOB
highway,regular,2635342142,bus_stop
source,regular,2635342142,SEMOB
highway,regular,2635342143,bus_stop
source,regular,2635342143,SEMOB
highway,regular,2635342144,bus_stop
source,regular,2635342144,SEMOB
highway,regular,2635342145,bus_stop
source,regular,2635342145,SEMOB
highway,regular,2635342146,bus_stop
source,regular,2635342146,SEMOB
highway,regular,2635342147,bus_stop
source,regular,2635342147,SEMOB
highway,regular,2635342148,bus_stop
source,regular,2635342148,SEMOB
highway,regular,2635342149,bus_stop
source,regular,2635342149,SEMOB
highway,regular,2635342150,bus_stop
source,regular,2635342150,SEMOB
highway,regular,2635342151,bus_stop
source,regular,2635342151,SEMOB
highway,regular,2635342152,bus_stop
source,regular,2635342152,SEMOB
highway,regular,2635342153,bus_stop
source,regular,2635342153,SEMOB
highway,regular,2635342154,bus_stop
source,regular,2635342154,SEMOB
highway,regular,2635342155,bus_stop
source,regular,2635342155,SEMOB
highway,regular,2635342156,bus_stop
source,regular,2635342156,SEMOB
highway,regular,2635342157,bus_stop
source,regular,2635342157,SEMOB
highway,regular,2635342158,bus_stop
source,regular,2635342158,SEMOB
highway,regular,2635342159,bus_stop
source,regular,2635342159,SEMOB
highway,regular,2635342160,bus_stop
source,regular,2635342160,SEMOB
highway,regular,2635342161,bus_stop
source,regular,2635342161,SEMOB
highway,regular,2635342162,bus_stop
source,regular,2635342162,SEMOB
highway,regular,2635342164,bus_stop
source,regular,2635342164,SEMOB
highway,regular,2635342165,bus_stop
source,regular,2635342165,SEMOB
highway,regular,2635342166,bus_stop
source,regular,2635342166,SEMOB
highway,regular,2635342167,bus_stop
source,regular,2635342167,SEMOB
highway,regular,2635342168,bus_stop
source,regular,2635342168,SEMOB
highway,regular,2635342169,bus_stop
source,regular,2635342169,SEMOB
highway,regular,2635342170,bus_stop
source,regular,2635342170,SEMOB
highway,regular,2635342171,bus_stop
source,regular,2635342171,SEMOB
highway,regular,2635342172,bus_stop
source,regular,2635342172,SEMOB
highway,regular,2635342173,bus_stop
source,regular,2635342173,SEMOB
highway,regular,2635342174,bus_stop
source,regular,2635342174,SEMOB
highway,regular,2635342175,bus_stop
source,regular,2635342175,SEMOB
highway,regular,2635342176,bus_stop
source,regular,2635342176,SEMOB
highway,regular,2635342177,bus_stop
source,regular,2635342177,SEMOB
highway,regular,2635342178,bus_stop
source,regular,2635342178,SEMOB
highway,regular,2635342179,bus_stop
source,regular,2635342179,SEMOB
highway,regular,2635342180,bus_stop
source,regular,2635342180,SEMOB
highway,regular,2635342181,bus_stop
source,regular,2635342181,SEMOB
highway,regular,2635342182,bus_stop
source,regular,2635342182,SEMOB
highway,regular,2635342183,bus_stop
source,regular,2635342183,SEMOB
highway,regular,2635342184,bus_stop
source,regular,2635342184,SEMOB
highway,regular,2635342185,bus_stop
source,regular,2635342185,SEMOB
highway,regular,2635342186,bus_stop
source,regular,2635342186,SEMOB
highway,regular,2635342187,bus_stop
source,regular,2635342187,SEMOB
highway,regular,2635342188,bus_stop
source,regular,2635342188,SEMOB
highway,regular,2635342189,bus_stop
source,regular,2635342189,SEMOB
highway,regular,2635342190,bus_stop
source,regular,2635342190,SEMOB
highway,regular,2635342191,bus_stop
source,regular,2635342191,SEMOB
highway,regular,2635342192,bus_stop
source,regular,2635342192,SEMOB
highway,regular,2635342193,bus_stop
source,regular,2635342193,SEMOB
highway,regular,2635342194,bus_stop
source,regular,2635342194,SEMOB
highway,regular,2635342195,bus_stop
source,regular,2635342195,SEMOB
highway,regular,2635342196,bus_stop
source,regular,2635342196,SEMOB
highway,regular,2635342197,bus_stop
source,regular,2635342197,SEMOB
highway,regular,2635342198,bus_stop
source,regular,2635342198,SEMOB
highway,regular,2635342199,bus_stop
source,regular,2635342199,SEMOB
highway,regular,2635342200,bus_stop
source,regular,2635342200,SEMOB
highway,regular,2635342201,bus_stop
source,regular,2635342201,SEMOB
highway,regular,2635342202,bus_stop
source,regular,2635342202,SEMOB
highway,regular,2635342203,bus_stop
source,regular,2635342203,SEMOB
highway,regular,2635342204,bus_stop
source,regular,2635342204,SEMOB
highway,regular,2635342205,bus_stop
source,regular,2635342205,SEMOB
highway,regular,2635342206,bus_stop
source,regular,2635342206,SEMOB
highway,regular,2635342207,bus_stop
source,regular,2635342207,SEMOB
highway,regular,2635342208,bus_stop
source,regular,2635342208,SEMOB
highway,regular,2635342209,bus_stop
source,regular,2635342209,SEMOB
highway,regular,2635342210,bus_stop
source,regular,2635342210,SEMOB
highway,regular,2635342211,bus_stop
source,regular,2635342211,SEMOB
highway,regular,2635342212,bus_stop
source,regular,2635342212,SEMOB
highway,regular,2635342213,bus_stop
source,regular,2635342213,SEMOB
highway,regular,2635342214,bus_stop
source,regular,2635342214,SEMOB
highway,regular,2635342215,bus_stop
source,regular,2635342215,SEMOB
highway,regular,2635342216,bus_stop
source,regular,2635342216,SEMOB
highway,regular,2635342219,bus_stop
source,regular,2635342219,SEMOB
highway,regular,2635342222,bus_stop
source,regular,2635342222,SEMOB
highway,regular,2635342225,bus_stop
source,regular,2635342225,SEMOB
highway,regular,2635342227,bus_stop
source,regular,2635342227,SEMOB
highway,regular,2635342229,bus_stop
source,regular,2635342229,SEMOB
highway,regular,2635342231,bus_stop
source,regular,2635342231,SEMOB
highway,regular,2635342233,bus_stop
source,regular,2635342233,SEMOB
highway,regular,2635342235,bus_stop
source,regular,2635342235,SEMOB
highway,regular,2635342238,bus_stop
source,regular,2635342238,SEMOB
highway,regular,2635342240,bus_stop
source,regular,2635342240,SEMOB
highway,regular,2635342242,bus_stop
source,regular,2635342242,SEMOB
highway,regular,2635342245,bus_stop
source,regular,2635342245,SEMOB
highway,regular,2635342247,bus_stop
source,regular,2635342247,SEMOB
highway,regular,2635342249,bus_stop
source,regular,2635342249,SEMOB
highway,regular,2635342251,bus_stop
source,regular,2635342251,SEMOB
highway,regular,2635342254,bus_stop
source,regular,2635342254,SEMOB
highway,regular,2635342256,bus_stop
source,regular,2635342256,SEMOB
highway,regular,2635342259,bus_stop
source,regular,2635342259,SEMOB
highway,regular,2635342262,bus_stop
source,regular,2635342262,SEMOB
highway,regular,2635342266,bus_stop
source,regular,2635342266,SEMOB
highway,regular,2635342269,bus_stop
source,regular,2635342269,SEMOB
highway,regular,2635342272,bus_stop
source,regular,2635342272,SEMOB
highway,regular,2635342275,bus_stop
source,regular,2635342275,SEMOB
highway,regular,2635342278,bus_stop
source,regular,2635342278,SEMOB
highway,regular,2635342281,bus_stop
source,regular,2635342281,SEMOB
highway,regular,2635342282,bus_stop
source,regular,2635342282,SEMOB
highway,regular,2635342290,bus_stop
source,regular,2635342290,SEMOB
highway,regular,2635342293,bus_stop
source,regular,2635342293,SEMOB
highway,regular,2635342296,bus_stop
source,regular,2635342296,SEMOB
highway,regular,2635342299,bus_stop
source,regular,2635342299,SEMOB
highway,regular,2635342302,bus_stop
source,regular,2635342302,SEMOB
highway,regular,2635342306,bus_stop
source,regular,2635342306,SEMOB
highway,regular,2635342309,bus_stop
source,regular,2635342309,SEMOB
highway,regular,2635342313,bus_stop
source,regular,2635342313,SEMOB
highway,regular,2635342316,bus_stop
source,regular,2635342316,SEMOB
highway,regular,2635342319,bus_stop
source,regular,2635342319,SEMOB
highway,regular,2635342322,bus_stop
source,regular,2635342322,SEMOB
highway,regular,2635342325,bus_stop
source,regular,2635342325,SEMOB
highway,regular,2635342328,bus_stop
source,regular,2635342328,SEMOB
highway,regular,2635342332,bus_stop
source,regular,2635342332,SEMOB
amenity,regular,2635342335,bus_station
internet_access,regular,2635342335,no
operator,regular,2635342335,Unitrans
source,regular,2635342335,SEMOB
highway,regular,2635342338,bus_stop
source,regular,2635342338,SEMOB
highway,regular,2635342341,bus_stop
source,regular,2635342341,SEMOB
highway,regular,2635342345,bus_stop
source,regular,2635342345,SEMOB
highway,regular,2635342348,bus_stop
source,regular,2635342348,SEMOB
highway,regular,2635342351,bus_stop
source,regular,2635342351,SEMOB
highway,regular,2635342353,bus_stop
source,regular,2635342353,SEMOB
highway,regular,2635342354,bus_stop
source,regular,2635342354,SEMOB
highway,regular,2635342355,bus_stop
source,regular,2635342355,SEMOB
highway,regular,2635342356,bus_stop
source,regular,2635342356,SEMOB
highway,regular,2635342357,bus_stop
source,regular,2635342357,SEMOB
highway,regular,2635342358,bus_stop
source,regular,2635342358,SEMOB
highway,regular,2635342359,bus_stop
source,regular,2635342359,SEMOB
highway,regular,2635342360,bus_stop
source,regular,2635342360,SEMOB
highway,regular,2635342361,bus_stop
source,regular,2635342361,SEMOB
highway,regular,2635342362,bus_stop
source,regular,2635342362,SEMOB
highway,regular,2635342363,bus_stop
source,regular,2635342363,SEMOB
highway,regular,2635342364,bus_stop
source,regular,2635342364,SEMOB
highway,regular,2635342365,bus_stop
source,regular,2635342365,SEMOB
highway,regular,2635342366,bus_stop
source,regular,2635342366,SEMOB
highway,regular,2635342367,bus_stop
source,regular,2635342367,SEMOB
highway,regular,2635342368,bus_stop
source,regular,2635342368,SEMOB
highway,regular,2635342369,bus_stop
source,regular,2635342369,SEMOB
highway,regular,2635342370,bus_stop
source,regular,2635342370,SEMOB
highway,regular,2635342371,bus_stop
source,regular,2635342371,SEMOB
highway,regular,2635342372,bus_stop
source,regular,2635342372,SEMOB
highway,regular,2635342373,bus_stop
source,regular,2635342373,SEMOB
highway,regular,2635342374,bus_stop
source,regular,2635342374,SEMOB
highway,regular,2635342376,bus_stop
source,regular,2635342376,SEMOB
highway,regular,2635342377,bus_stop
source,regular,2635342377,SEMOB
highway,regular,2635342378,bus_stop
source,regular,2635342378,SEMOB
highway,regular,2635342379,bus_stop
source,regular,2635342379,SEMOB
highway,regular,2635342380,bus_stop
source,regular,2635342380,SEMOB
highway,regular,2635342381,bus_stop
source,regular,2635342381,SEMOB
highway,regular,2635342383,bus_stop
source,regular,2635342383,SEMOB
highway,regular,2635342384,bus_stop
source,regular,2635342384,SEMOB
highway,regular,2635342385,bus_stop
source,regular,2635342385,SEMOB
highway,regular,2635342387,bus_stop
source,regular,2635342387,SEMOB
highway,regular,2635342388,bus_stop
source,regular,2635342388,SEMOB
highway,regular,2635342390,bus_stop
source,regular,2635342390,SEMOB
highway,regular,2635342391,bus_stop
source,regular,2635342391,SEMOB
highway,regular,2635342393,bus_stop
source,regular,2635342393,SEMOB
highway,regular,2635342394,bus_stop
source,regular,2635342394,SEMOB
highway,regular,2635342395,bus_stop
source,regular,2635342395,SEMOB
highway,regular,2635342397,bus_stop
source,regular,2635342397,SEMOB
highway,regular,2635342398,bus_stop
source,regular,2635342398,SEMOB
highway,regular,2635342400,bus_stop
source,regular,2635342400,SEMOB
highway,regular,2635342401,bus_stop
source,regular,2635342401,SEMOB
highway,regular,2635342403,bus_stop
source,regular,2635342403,SEMOB
highway,regular,2635342404,bus_stop
source,regular,2635342404,SEMOB
highway,regular,2635342406,bus_stop
source,regular,2635342406,SEMOB
highway,regular,2635342407,bus_stop
source,regular,2635342407,SEMOB
highway,regular,2635342409,bus_stop
source,regular,2635342409,SEMOB
highway,regular,2635342410,bus_stop
source,regular,2635342410,SEMOB
highway,regular,2635342412,bus_stop
source,regular,2635342412,SEMOB
highway,regular,2635342413,bus_stop
source,regular,2635342413,SEMOB
highway,regular,2635342415,bus_stop
source,regular,2635342415,SEMOB
highway,regular,2635342416,bus_stop
source,regular,2635342416,SEMOB
highway,regular,2635342417,bus_stop
source,regular,2635342417,SEMOB
highway,regular,2635342419,bus_stop
source,regular,2635342419,SEMOB
highway,regular,2635342420,bus_stop
source,regular,2635342420,SEMOB
highway,regular,2635342422,bus_stop
source,regular,2635342422,SEMOB
highway,regular,2635342423,bus_stop
source,regular,2635342423,SEMOB
highway,regular,2635342424,bus_stop
source,regular,2635342424,SEMOB
highway,regular,2635342426,bus_stop
source,regular,2635342426,SEMOB
highway,regular,2635342427,bus_stop
source,regular,2635342427,SEMOB
highway,regular,2635342429,bus_stop
source,regular,2635342429,SEMOB
highway,regular,2635342430,bus_stop
source,regular,2635342430,SEMOB
highway,regular,2635342432,bus_stop
source,regular,2635342432,SEMOB
highway,regular,2635342433,bus_stop
source,regular,2635342433,SEMOB
highway,regular,2635342436,bus_stop
source,regular,2635342436,SEMOB
highway,regular,2635342438,bus_stop
source,regular,2635342438,SEMOB
highway,regular,2635342439,bus_stop
source,regular,2635342439,SEMOB
highway,regular,2635342441,bus_stop
source,regular,2635342441,SEMOB
highway,regular,2635342442,bus_stop
source,regular,2635342442,SEMOB
highway,regular,2635342443,bus_stop
source,regular,2635342443,SEMOB
highway,regular,2635342445,bus_stop
source,regular,2635342445,SEMOB
highway,regular,2635342446,bus_stop
source,regular,2635342446,SEMOB
highway,regular,2635342448,bus_stop
source,regular,2635342448,SEMOB
highway,regular,2635342449,bus_stop
source,regular,2635342449,SEMOB
highway,regular,2635342450,bus_stop
source,regular,2635342450,SEMOB
highway,regular,2635342452,bus_stop
source,regular,2635342452,SEMOB
highway,regular,2635342453,bus_stop
source,regular,2635342453,SEMOB
highway,regular,2635342455,bus_stop
source,regular,2635342455,SEMOB
highway,regular,2635342456,bus_stop
source,regular,2635342456,SEMOB
highway,regular,2635342458,bus_stop
source,regular,2635342458,SEMOB
highway,regular,2635342459,bus_stop
source,regular,2635342459,SEMOB
highway,regular,2635342461,bus_stop
source,regular,2635342461,SEMOB
highway,regular,2635342463,bus_stop
source,regular,2635342463,SEMOB
highway,regular,2635342464,bus_stop
source,regular,2635342464,SEMOB
highway,regular,2635342465,bus_stop
source,regular,2635342465,SEMOB
highway,regular,2635342467,bus_stop
source,regular,2635342467,SEMOB
highway,regular,2635342468,bus_stop
source,regular,2635342468,SEMOB
highway,regular,2635342471,bus_stop
source,regular,2635342471,SEMOB
highway,regular,2635342474,bus_stop
source,regular,2635342474,SEMOB
highway,regular,2635342477,bus_stop
source,regular,2635342477,SEMOB
highway,regular,2635342478,bus_stop
source,regular,2635342478,SEMOB
highway,regular,2635342479,bus_stop
source,regular,2635342479,SEMOB
highway,regular,2635342483,bus_stop
source,regular,2635342483,SEMOB
highway,regular,2635342485,bus_stop
source,regular,2635342485,SEMOB
highway,regular,2635342489,bus_stop
source,regular,2635342489,SEMOB
highway,regular,2635342492,bus_stop
source,regular,2635342492,SEMOB
highway,regular,2635342496,bus_stop
source,regular,2635342496,SEMOB
highway,regular,2635342499,bus_stop
source,regular,2635342499,SEMOB
highway,regular,2635342502,bus_stop
source,regular,2635342502,SEMOB
highway,regular,2635342506,bus_stop
source,regular,2635342506,SEMOB
highway,regular,2635342509,bus_stop
source,regular,2635342509,SEMOB
highway,regular,2635342513,bus_stop
source,regular,2635342513,SEMOB
highway,regular,2635342517,bus_stop
source,regular,2635342517,SEMOB
highway,regular,2635342520,bus_stop
source,regular,2635342520,SEMOB
highway,regular,2635342524,bus_stop
source,regular,2635342524,SEMOB
highway,regular,2635342538,bus_stop
source,regular,2635342538,SEMOB
highway,regular,2635342540,bus_stop
source,regular,2635342540,SEMOB
highway,regular,2635342545,bus_stop
source,regular,2635342545,SEMOB
highway,regular,2635342549,bus_stop
source,regular,2635342549,SEMOB
highway,regular,2635342554,bus_stop
source,regular,2635342554,SEMOB
highway,regular,2635342557,bus_stop
source,regular,2635342557,SEMOB
highway,regular,2635342562,bus_stop
source,regular,2635342562,SEMOB
highway,regular,2635342566,bus_stop
source,regular,2635342566,SEMOB
highway,regular,2635342570,bus_stop
source,regular,2635342570,SEMOB
highway,regular,2635342574,bus_stop
